assembly	protein	gene_product	database	contig	coordinates	nearest_mobile_element_bp	mobile_adjacent_5kb	mobile_adjacent_10kb	context_call_10kb	adjacent_mobile_features
GCF_050485045.1	WP_000516404.1	glycopeptide resistance protein VanZ-A	CARD	NZ_CP174866.1	3151-3636	1514	1	1	MOBILE-ADJACENT	IS30-like element IS1252 family transposase; IS6-like element IS1216 family transposase; IS982-like element ISEfm1 family transposase
GCF_050485045.1	WP_000691736.1	tetracycline resistance ribosomal protection protein Tet(M)	CARD;CARD	NZ_CP174869.1	3226968-3228887	377	1	1	MOBILE-ADJACENT	excisionase; tyrosine-type recombinase/integrase
GCF_050485045.1	WP_001028144.1	bifunctional aminoglycoside N-acetyltransferase AAC(6')-Ie/aminoglycoside O-phosphotransferase APH(2'')-Ia	CARD	NZ_CP174869.1	2197575-2199014	130	1	1	MOBILE-ADJACENT	IS256-like element IS256 family transposase
GCF_050485045.1	WP_001059542.1	D-lactate dehydrogenase VanH-A	CARD	NZ_CP174866.1	26348-27316	2263	1	1	MOBILE-ADJACENT	Tn3 family transposase; recombinase family protein
GCF_050485045.1	WP_001079845.1	D-alanine--(R)-lactate ligase VanA	CARD;CARD	NZ_CP174866.1	27309-28340	3224	1	1	MOBILE-ADJACENT	Tn3 family transposase; recombinase family protein
GCF_050485045.1	WP_001280781.1	vancomycin resistance response regulator transcription factor VanR-A	CARD	NZ_CP174866.1	24306-25001	221	1	1	MOBILE-ADJACENT	MobV family relaxase; Tn3 family transposase; recombinase family protein
GCF_050485045.1	WP_001812592.1	D-Ala-D-Ala carboxypeptidase VanY-A	CARD	NZ_CP174866.1	2087-2998	450	1	1	MOBILE-ADJACENT	IS6-like element IS1216 family transposase; IS982-like element ISEfm1 family transposase
GCF_050485045.1	WP_002305818.1	vancomycin resistance histidine kinase VanS-A	CARD	NZ_CP174866.1	24979-26133	894	1	1	MOBILE-ADJACENT	Tn3 family transposase; recombinase family protein
GCF_050485045.1	WP_002322211.1	trimethoprim-resistant dihydrofolate reductase DfrF	CARD	NZ_CP174869.1	952743-953237	3609	1	1	MOBILE-ADJACENT	excisionase; site-specific integrase
GCF_050485045.1	WP_002358140.1	multidrug efflux MFS transporter EmeA	CARD	NZ_CP174869.1	1670319-1671473	70687	0	0	no mobile element within 10 kb	
GCF_050485045.1	WP_002360302.1	trimethoprim-sensitive dihydrofolate reductase	CARD	NZ_CP174869.1	1184195-1184689	37034	0	0	no mobile element within 10 kb	
GCF_050485045.1	WP_002387187.1	ABC-F type ribosomal protection protein Lsa(A)	CARD	NZ_CP174869.1	132454-133950	41221	0	0	no mobile element within 10 kb	
GCF_050485045.1	WP_002387312.1	multidrug efflux ABC transporter subunit EfrA	CARD	NZ_CP174869.1	3209528-3211255	11897	0	0	no mobile element within 10 kb	
GCF_050485045.1	WP_002387383.1	serine/threonine protein kinase IreK	CARD	NZ_CP174869.1	3026908-3029064	47464	0	0	no mobile element within 10 kb	
GCF_050485045.1	WP_216416653.1	D-Ala-D-Ala dipeptidase VanX	CARD;CARD	NZ_CP174866.1	1-609	120	1	1	MOBILE-ADJACENT	IS982-like element ISEfm1 family transposase
GCF_050485045.1	WP_429863580.1	aminoglycoside O-nucleotidyltransferase ANT(4')-Ia	CARD	NZ_CP174866.1	4253-5014	2449	1	1	MOBILE-ADJACENT	IS30-like element IS1252 family transposase; IS6-like element IS1216 family transposase; IS982-like element ISEfm1 family transposase
GCF_050485045.1	WP_002355633.1	ATP-dependent Clp endopeptidase proteolytic subunit ClpP	VFDB	NZ_CP174869.1	2074284-2074877	28170	0	0	no mobile element within 10 kb	
GCF_050485045.1	WP_002356954.1	Mn/Fe ABC transporter substrate-binding lipoprotein EfaA	VFDB	NZ_CP174869.1	746127-747053	34937	0	0	no mobile element within 10 kb	
GCF_050485045.1	WP_002357513.1	BMC domain-containing protein	VFDB	NZ_CP174869.1	1134226-1134516	19583	0	0	no mobile element within 10 kb	
GCF_050485045.1	WP_002359680.1	phosphatidate cytidylyltransferase	VFDB	NZ_CP174869.1	382320-383120	74186	0	0	no mobile element within 10 kb	
GCF_050485045.1	WP_002359685.1	UDP-N-acetylmuramate dehydrogenase	VFDB	NZ_CP174869.1	389729-392182	81595	0	0	no mobile element within 10 kb	
GCF_050485045.1	WP_002362225.1	undecaprenyl pyrophosphate synthase	VFDB	NZ_CP174869.1	381508-382323	73374	0	0	no mobile element within 10 kb	
GCF_050485045.1	WP_002362618.1	CDP-glycerol glycerophosphotransferase family protein	VFDB	NZ_CP174869.1	383593-384762	75459	0	0	no mobile element within 10 kb	
GCF_050485045.1	WP_002362627.1	ABC transporter permease	VFDB	NZ_CP174869.1	395165-395977	87031	0	0	no mobile element within 10 kb	
GCF_050485045.1	WP_002367100.1	casular polysaccharide biosynthesis protein CpsF	VFDB	NZ_CP174869.1	388851-389702	80717	0	0	no mobile element within 10 kb	
GCF_050485045.1	WP_002369249.1	quorum-sensing system protein FsrB	VFDB	NZ_CP174869.1	942159-942887	5054	0	1	MOBILE-ADJACENT	
GCF_050485045.1	WP_002369251.1	gelatinase GelE	VFDB	NZ_CP174869.1	944462-945994	1947	1	1	MOBILE-ADJACENT	excisionase; site-specific integrase
GCF_050485045.1	WP_002369252.1	serine proteinase SprE	VFDB	NZ_CP174869.1	946043-946897	1044	1	1	MOBILE-ADJACENT	excisionase; site-specific integrase
GCF_050485045.1	WP_002370472.1	glycosyltransferase family A protein	VFDB	NZ_CP174869.1	384781-386247	76647	0	0	no mobile element within 10 kb	
GCF_050485045.1	WP_002376666.1	UDP-galactopyranose mutase	VFDB	NZ_CP174869.1	392657-393796	84523	0	0	no mobile element within 10 kb	
GCF_050485045.1	WP_002379309.1	endocarditis and biofilm-associated pilus minor subunit EbpB	VFDB	NZ_CP174869.1	1657631-1659061	57999	0	0	no mobile element within 10 kb	
GCF_050485045.1	WP_002379310.1	endocarditis and biofilm-associated pilus major subunit EbpC	VFDB	NZ_CP174869.1	1655751-1657634	56119	0	0	no mobile element within 10 kb	
GCF_050485045.1	WP_002379311.1	Ebp pilus assembly class C sortase	VFDB	NZ_CP174869.1	1654803-1655657	55171	0	0	no mobile element within 10 kb	
GCF_050485045.1	WP_002386893.1	GHKL domain-containing protein, partial	VFDB	NZ_CP174869.1	942884-944227	3714	1	1	MOBILE-ADJACENT	excisionase; site-specific integrase
GCF_050485045.1	WP_002387027.1	LacI family transcriptional regulator BopD	VFDB	NZ_CP174869.1	1885560-1886570	15453	0	0	no mobile element within 10 kb	
GCF_050485045.1	WP_002387127.1	ATP-binding cassette domain-containing protein	VFDB	NZ_CP174869.1	393780-395165	85646	0	0	no mobile element within 10 kb	
GCF_050485045.1	WP_002387128.1	lipoprotein CpsH	VFDB	NZ_CP174869.1	392200-392598	84066	0	0	no mobile element within 10 kb	
GCF_050485045.1	WP_002387129.1	glycosyltransferase family 2 protein	VFDB	NZ_CP174869.1	386317-388827	78183	0	0	no mobile element within 10 kb	
GCF_050485045.1	WP_002399773.1	hyaluronate lyase HylB	VFDB	NZ_CP174869.1	2020891-2023905	21037	0	0	no mobile element within 10 kb	
GCF_050485045.1	WP_010706484.1	fibrinogen-binding MSCRAMM adhesin Fss3	VFDB	NZ_CP174869.1	862956-866183	6450	0	1	MOBILE-ADJACENT	
GCF_050485045.1	WP_010714416.1	collagen-binding MSCRAMM adhesin Ace	VFDB	NZ_CP174869.1	1649697-1651721	50065	0	0	no mobile element within 10 kb	
GCF_050485045.1	WP_011109506.1	response regulator transcription factor FsrA	VFDB	NZ_CP174869.1	941339-942070	5871	0	1	MOBILE-ADJACENT	
GCF_050485045.1	WP_011109578.1	EF3023 family LPXTG-anchored polysaccharide lyase	VFDB	NZ_CP174869.1	3116757-3120875	102277	0	0	no mobile element within 10 kb	
GCF_050485045.1	WP_012579113.1	LPXTG-anchored aggregation substance	VFDB;VFDB;VFDB;VFDB	NZ_CP174865.1	643-4569	19402	0	0	no mobile element within 10 kb	
GCF_050485045.1	WP_108095633.1	LPXTG-anchored aggregation substance	VFDB;VFDB;VFDB	NZ_CP174868.1	16723-20643	4213	1	1	MOBILE-ADJACENT	type IV secretion system protein
GCF_050485045.1	WP_216416368.1	vWA domain-containing protein	VFDB	NZ_CP174869.1	1659065-1662529	59433	0	0	no mobile element within 10 kb	
GCF_050485045.1	WP_372583979.1	LPXTG-anchored aggregation substance	VFDB;VFDB;VFDB;VFDB	NZ_CP174869.1	2326500-2330381	3766	1	1	MOBILE-ADJACENT	type IV secretion system protein; tyrosine-type recombinase/integrase
GCF_050485045.1	WP_429864436.1	fibrinogen-binding MSCRAMM adhesin Fss3	VFDB	NZ_CP174869.1	532450-535674	5715	0	1	MOBILE-ADJACENT	
GCF_050485055.1	WP_000516404.1	glycopeptide resistance protein VanZ-A	CARD	NZ_CP174863.1	6506-6991	1514	1	1	MOBILE-ADJACENT	IS30-like element IS1252 family transposase; IS6 family transposase; IS982-like element ISEfm1 family transposase
GCF_050485055.1	WP_001028144.1	bifunctional aminoglycoside N-acetyltransferase AAC(6')-Ie/aminoglycoside O-phosphotransferase APH(2'')-Ia	CARD	NZ_CP174864.1	586660-588099	130	1	1	MOBILE-ADJACENT	IS256 family transposase; IS256-like element IS256 family transposase
GCF_050485055.1	WP_001059542.1	D-lactate dehydrogenase VanH-A	CARD	NZ_CP174863.1	1358-2326	1758	1	1	MOBILE-ADJACENT	IS982-like element ISEfm1 family transposase
GCF_050485055.1	WP_001079845.1	D-alanine--(R)-lactate ligase VanA	CARD;CARD	NZ_CP174863.1	2319-3350	734	1	1	MOBILE-ADJACENT	IS982-like element ISEfm1 family transposase
GCF_050485055.1	WP_001280781.1	vancomycin resistance response regulator transcription factor VanR-A	CARD	NZ_CP174863.1	27070-27765	221	1	1	MOBILE-ADJACENT	MobV family relaxase; Tn3 family transposase; recombinase family protein
GCF_050485055.1	WP_001812592.1	D-Ala-D-Ala carboxypeptidase VanY-A	CARD	NZ_CP174863.1	5442-6353	450	1	1	MOBILE-ADJACENT	IS6 family transposase; IS982-like element ISEfm1 family transposase
GCF_050485055.1	WP_002305818.1	vancomycin resistance histidine kinase VanS-A	CARD	NZ_CP174863.1	27743-28897	894	1	1	MOBILE-ADJACENT	Tn3 family transposase; recombinase family protein
GCF_050485055.1	WP_002322211.1	trimethoprim-resistant dihydrofolate reductase DfrF	CARD	NZ_CP174864.1	2594313-2594807	3609	1	1	MOBILE-ADJACENT	excisionase; tyrosine-type recombinase/integrase
GCF_050485055.1	WP_002357568.1	trimethoprim-sensitive dihydrofolate reductase	CARD	NZ_CP174864.1	1597888-1598382	37034	0	0	no mobile element within 10 kb	
GCF_050485055.1	WP_002358140.1	multidrug efflux MFS transporter EmeA	CARD	NZ_CP174864.1	1112333-1113487	70277	0	0	no mobile element within 10 kb	
GCF_050485055.1	WP_002364936.1	tetracycline resistance ribosomal protection protein Tet(M)	CARD;CARD	NZ_CP174864.1	3115662-3117581	377	1	1	MOBILE-ADJACENT	excisionase; tyrosine-type recombinase/integrase
GCF_050485055.1	WP_002370103.1	serine/threonine protein kinase IreK	CARD	NZ_CP174864.1	3004857-3007013	46589	0	0	no mobile element within 10 kb	
GCF_050485055.1	WP_002378632.1	ABC-F type ribosomal protection protein Lsa(A)	CARD	NZ_CP174864.1	2640502-2641998	40941	0	0	no mobile element within 10 kb	
GCF_050485055.1	WP_010710228.1	multidrug efflux ABC transporter subunit EfrA	CARD	NZ_CP174864.1	2823393-2825120	11898	0	0	no mobile element within 10 kb	
GCF_050485055.1	WP_216416653.1	D-Ala-D-Ala dipeptidase VanX	CARD;CARD	NZ_CP174863.1	3356-3964	120	1	1	MOBILE-ADJACENT	IS982-like element ISEfm1 family transposase
GCF_050485055.1	WP_429863580.1	aminoglycoside O-nucleotidyltransferase ANT(4')-Ia	CARD	NZ_CP174863.1	7608-8369	2485	1	1	MOBILE-ADJACENT	IS30-like element IS1252 family transposase; IS6 family transposase; IS982-like element ISEfm1 family transposase
GCF_050485055.1	WP_002355633.1	ATP-dependent Clp endopeptidase proteolytic subunit ClpP	VFDB	NZ_CP174864.1	710787-711380	28049	0	0	no mobile element within 10 kb	
GCF_050485055.1	WP_002356646.1	undecaprenyl pyrophosphate synthase	VFDB	NZ_CP174864.1	2394044-2394859	73165	0	0	no mobile element within 10 kb	
GCF_050485055.1	WP_002357513.1	BMC domain-containing protein	VFDB	NZ_CP174864.1	1648071-1648361	19592	0	0	no mobile element within 10 kb	
GCF_050485055.1	WP_002358859.1	LacI family transcriptional regulator BopD	VFDB	NZ_CP174864.1	898135-899145	15453	0	0	no mobile element within 10 kb	
GCF_050485055.1	WP_002359680.1	phosphatidate cytidylyltransferase	VFDB	NZ_CP174864.1	2393247-2394047	73977	0	0	no mobile element within 10 kb	
GCF_050485055.1	WP_002360002.1	Mn/Fe ABC transporter substrate-binding lipoprotein EfaA	VFDB	NZ_CP174864.1	2032520-2033446	34766	0	0	no mobile element within 10 kb	
GCF_050485055.1	WP_002362627.1	ABC transporter permease	VFDB	NZ_CP174864.1	2380390-2381202	86822	0	0	no mobile element within 10 kb	
GCF_050485055.1	WP_002367100.1	casular polysaccharide biosynthesis protein CpsF	VFDB	NZ_CP174864.1	2386665-2387516	80508	0	0	no mobile element within 10 kb	
GCF_050485055.1	WP_002369249.1	quorum-sensing system protein FsrB	VFDB	NZ_CP174864.1	1839285-1840013	5054	0	1	MOBILE-ADJACENT	
GCF_050485055.1	WP_002369251.1	gelatinase GelE	VFDB	NZ_CP174864.1	1836178-1837710	1947	1	1	MOBILE-ADJACENT	excisionase; site-specific integrase
GCF_050485055.1	WP_002369252.1	serine proteinase SprE	VFDB	NZ_CP174864.1	1835275-1836129	1044	1	1	MOBILE-ADJACENT	excisionase; site-specific integrase
GCF_050485055.1	WP_002376666.1	UDP-galactopyranose mutase	VFDB	NZ_CP174864.1	2382571-2383710	84314	0	0	no mobile element within 10 kb	
GCF_050485055.1	WP_002378173.1	endocarditis and biofilm-associated pilus minor subunit EbpB	VFDB	NZ_CP174864.1	1124332-1125762	58002	0	0	no mobile element within 10 kb	
GCF_050485055.1	WP_002378174.1	endocarditis and biofilm-associated pilus major subunit EbpC	VFDB	NZ_CP174864.1	1125759-1127642	56122	0	0	no mobile element within 10 kb	
GCF_050485055.1	WP_002378569.1	UDP-N-acetylmuramate dehydrogenase	VFDB	NZ_CP174864.1	2384185-2386638	81386	0	0	no mobile element within 10 kb	
GCF_050485055.1	WP_002378572.1	glycosyltransferase family A protein	VFDB	NZ_CP174864.1	2390120-2391586	76438	0	0	no mobile element within 10 kb	
GCF_050485055.1	WP_002386893.1	GHKL domain-containing protein, partial	VFDB	NZ_CP174864.1	1837945-1839288	3714	1	1	MOBILE-ADJACENT	excisionase; site-specific integrase
GCF_050485055.1	WP_002387127.1	ATP-binding cassette domain-containing protein	VFDB	NZ_CP174864.1	2381202-2382587	85437	0	0	no mobile element within 10 kb	
GCF_050485055.1	WP_002387128.1	lipoprotein CpsH	VFDB	NZ_CP174864.1	2383769-2384167	83857	0	0	no mobile element within 10 kb	
GCF_050485055.1	WP_002399773.1	hyaluronate lyase HylB	VFDB	NZ_CP174864.1	761057-764071	20799	0	0	no mobile element within 10 kb	
GCF_050485055.1	WP_002401894.1	CDP-glycerol glycerophosphotransferase family protein	VFDB	NZ_CP174864.1	2391605-2392774	75250	0	0	no mobile element within 10 kb	
GCF_050485055.1	WP_002401895.1	glycosyltransferase family 2 protein	VFDB	NZ_CP174864.1	2387540-2390050	77974	0	0	no mobile element within 10 kb	
GCF_050485055.1	WP_002407084.1	Ebp pilus assembly class C sortase	VFDB	NZ_CP174864.1	1127736-1128590	55174	0	0	no mobile element within 10 kb	
GCF_050485055.1	WP_010706484.1	fibrinogen-binding MSCRAMM adhesin Fss3	VFDB	NZ_CP174864.1	1913803-1917030	6451	0	1	MOBILE-ADJACENT	
GCF_050485055.1	WP_011109506.1	response regulator transcription factor FsrA	VFDB	NZ_CP174864.1	1840102-1840833	5871	0	1	MOBILE-ADJACENT	
GCF_050485055.1	WP_131501877.1	EF3023 family LPXTG-anchored polysaccharide lyase	VFDB	NZ_CP174864.1	2913759-2917877	102264	0	0	no mobile element within 10 kb	
GCF_050485055.1	WP_148406266.1	endocarditis and biofilm-associated pilus tip protein EbpA	VFDB	NZ_CP174864.1	1120864-1124328	59436	0	0	no mobile element within 10 kb	
GCF_050485055.1	WP_429864436.1	fibrinogen-binding MSCRAMM adhesin Fss3	VFDB	NZ_CP174864.1	2242585-2245809	5714	0	1	MOBILE-ADJACENT	
GCF_050485055.1	WP_429864487.1	LPXTG-anchored aggregation substance	VFDB;VFDB;VFDB	NZ_CP174861.1	37846-41766	13269	0	0	no mobile element within 10 kb	type IV secretion system protein
GCF_050485055.1	WP_429864565.1	collagen-binding MSCRAMM adhesin Ace	VFDB	NZ_CP174864.1	1131673-1133697	50067	0	0	no mobile element within 10 kb	
GCF_050485625.1	WP_000516404.1	glycopeptide resistance protein VanZ-A	CARD	NZ_CP174858.1	22535-23020	1514	1	1	MOBILE-ADJACENT	IS6-like element IS1216 family transposase; IS982-like element ISEfm1 family transposase
GCF_050485625.1	WP_000627290.1	streptothricin N-acetyltransferase Sat4	CARD	NZ_CP174857.1	5050-5592	2906	1	1	MOBILE-ADJACENT	IS1182-like element IS1182 family transposase; IS6-like element IS1216 family transposase
GCF_050485625.1	WP_000691736.1	tetracycline resistance ribosomal protection protein Tet(M)	CARD;CARD	NZ_CP174859.1	3185853-3187772	377	1	1	MOBILE-ADJACENT	excisionase; tyrosine-type recombinase/integrase
GCF_050485625.1	WP_001028144.1	bifunctional aminoglycoside N-acetyltransferase AAC(6')-Ie/aminoglycoside O-phosphotransferase APH(2'')-Ia	CARD	NZ_CP174859.1	2098743-2100182	130	1	1	MOBILE-ADJACENT	IS256 family transposase; IS256-like element IS256 family transposase
GCF_050485625.1	WP_001038792.1	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(B)	CARD	NZ_CP174857.1	9756-10493	593	1	1	MOBILE-ADJACENT	IS1182-like element IS1182 family transposase; Tn3 family transposase; recombinase family protein
GCF_050485625.1	WP_001059542.1	D-lactate dehydrogenase VanH-A	CARD	NZ_CP174858.1	17387-18355	1758	1	1	MOBILE-ADJACENT	IS982-like element ISEfm1 family transposase; Tn3 family transposase; recombinase family protein
GCF_050485625.1	WP_001079845.1	D-alanine--(R)-lactate ligase VanA	CARD;CARD	NZ_CP174858.1	18348-19379	734	1	1	MOBILE-ADJACENT	IS982-like element ISEfm1 family transposase; Tn3 family transposase; recombinase family protein
GCF_050485625.1	WP_001096887.1	aminoglycoside O-phosphotransferase APH(3')-IIIa	CARD	NZ_CP174857.1	4163-4957	3043	1	1	MOBILE-ADJACENT	IS1182-like element IS1182 family transposase; IS6-like element IS1216 family transposase
GCF_050485625.1	WP_001255866.1	aminoglycoside nucleotidyltransferase ANT(6)-Ia	CARD;CARD	NZ_CP174857.1	5589-6497	2001	1	1	MOBILE-ADJACENT	IS1182-like element IS1182 family transposase; IS6-like element IS1216 family transposase
GCF_050485625.1	WP_001280781.1	vancomycin resistance response regulator transcription factor VanR-A	CARD	NZ_CP174858.1	15345-16040	221	1	1	MOBILE-ADJACENT	IS982-like element ISEfm1 family transposase; MobV family relaxase; Tn3 family transposase
GCF_050485625.1	WP_001812592.1	D-Ala-D-Ala carboxypeptidase VanY-A	CARD	NZ_CP174858.1	21471-22382	450	1	1	MOBILE-ADJACENT	IS6-like element IS1216 family transposase; IS982-like element ISEfm1 family transposase
GCF_050485625.1	WP_002305818.1	vancomycin resistance histidine kinase VanS-A	CARD	NZ_CP174858.1	16018-17172	894	1	1	MOBILE-ADJACENT	IS982-like element ISEfm1 family transposase; Tn3 family transposase; recombinase family protein
GCF_050485625.1	WP_002322211.1	trimethoprim-resistant dihydrofolate reductase DfrF	CARD	NZ_CP174859.1	936192-936686	3609	1	1	MOBILE-ADJACENT	excisionase; site-specific integrase
GCF_050485625.1	WP_002358140.1	multidrug efflux MFS transporter EmeA	CARD	NZ_CP174859.1	1653729-1654883	70687	0	0	no mobile element within 10 kb	
GCF_050485625.1	WP_002360302.1	trimethoprim-sensitive dihydrofolate reductase	CARD	NZ_CP174859.1	1167644-1168138	37034	0	0	no mobile element within 10 kb	
GCF_050485625.1	WP_002387187.1	ABC-F type ribosomal protection protein Lsa(A)	CARD	NZ_CP174859.1	75268-76764	41221	0	0	no mobile element within 10 kb	
GCF_050485625.1	WP_002387312.1	multidrug efflux ABC transporter subunit EfrA	CARD	NZ_CP174859.1	3168413-3170140	11897	0	0	no mobile element within 10 kb	
GCF_050485625.1	WP_002387383.1	serine/threonine protein kinase IreK	CARD	NZ_CP174859.1	2985781-2987937	47464	0	0	no mobile element within 10 kb	
GCF_050485625.1	WP_216416653.1	D-Ala-D-Ala dipeptidase VanX	CARD;CARD	NZ_CP174858.1	19385-19993	120	1	1	MOBILE-ADJACENT	IS982-like element ISEfm1 family transposase; Tn3 family transposase; recombinase family protein
GCF_050485625.1	WP_429863580.1	aminoglycoside O-nucleotidyltransferase ANT(4')-Ia	CARD	NZ_CP174858.1	23637-24398	2449	1	1	MOBILE-ADJACENT	IS6-like element IS1216 family transposase; IS982-like element ISEfm1 family transposase
GCF_050485625.1	WP_002355633.1	ATP-dependent Clp endopeptidase proteolytic subunit ClpP	VFDB	NZ_CP174859.1	1975454-1976047	98911	0	0	no mobile element within 10 kb	
GCF_050485625.1	WP_002356954.1	Mn/Fe ABC transporter substrate-binding lipoprotein EfaA	VFDB	NZ_CP174859.1	689687-690613	34144	0	0	no mobile element within 10 kb	
GCF_050485625.1	WP_002357513.1	BMC domain-containing protein	VFDB	NZ_CP174859.1	1117675-1117965	19583	0	0	no mobile element within 10 kb	
GCF_050485625.1	WP_002359680.1	phosphatidate cytidylyltransferase	VFDB	NZ_CP174859.1	325134-325934	74187	0	0	no mobile element within 10 kb	
GCF_050485625.1	WP_002359685.1	UDP-N-acetylmuramate dehydrogenase	VFDB	NZ_CP174859.1	332543-334996	81596	0	0	no mobile element within 10 kb	
GCF_050485625.1	WP_002359803.1	fibrinogen-binding MSCRAMM adhesin Fss3	VFDB	NZ_CP174859.1	475264-478488	5715	0	1	MOBILE-ADJACENT	
GCF_050485625.1	WP_002362225.1	undecaprenyl pyrophosphate synthase	VFDB	NZ_CP174859.1	324322-325137	73375	0	0	no mobile element within 10 kb	
GCF_050485625.1	WP_002362618.1	CDP-glycerol glycerophosphotransferase family protein	VFDB	NZ_CP174859.1	326407-327576	75460	0	0	no mobile element within 10 kb	
GCF_050485625.1	WP_002362627.1	ABC transporter permease	VFDB	NZ_CP174859.1	337979-338791	87032	0	0	no mobile element within 10 kb	
GCF_050485625.1	WP_002367100.1	casular polysaccharide biosynthesis protein CpsF	VFDB	NZ_CP174859.1	331665-332516	80718	0	0	no mobile element within 10 kb	
GCF_050485625.1	WP_002369249.1	quorum-sensing system protein FsrB	VFDB	NZ_CP174859.1	925608-926336	5054	0	1	MOBILE-ADJACENT	
GCF_050485625.1	WP_002369251.1	gelatinase GelE	VFDB	NZ_CP174859.1	927911-929443	1947	1	1	MOBILE-ADJACENT	excisionase; site-specific integrase
GCF_050485625.1	WP_002369252.1	serine proteinase SprE	VFDB	NZ_CP174859.1	929492-930346	1044	1	1	MOBILE-ADJACENT	excisionase; site-specific integrase
GCF_050485625.1	WP_002370472.1	glycosyltransferase family A protein	VFDB	NZ_CP174859.1	327595-329061	76648	0	0	no mobile element within 10 kb	
GCF_050485625.1	WP_002376666.1	UDP-galactopyranose mutase	VFDB	NZ_CP174859.1	335471-336610	84524	0	0	no mobile element within 10 kb	
GCF_050485625.1	WP_002379309.1	endocarditis and biofilm-associated pilus minor subunit EbpB	VFDB	NZ_CP174859.1	1641041-1642471	57999	0	0	no mobile element within 10 kb	
GCF_050485625.1	WP_002379310.1	endocarditis and biofilm-associated pilus major subunit EbpC	VFDB	NZ_CP174859.1	1639161-1641044	56119	0	0	no mobile element within 10 kb	
GCF_050485625.1	WP_002379311.1	Ebp pilus assembly class C sortase	VFDB	NZ_CP174859.1	1638213-1639067	55171	0	0	no mobile element within 10 kb	
GCF_050485625.1	WP_002386893.1	GHKL domain-containing protein, partial	VFDB	NZ_CP174859.1	926333-927676	3714	1	1	MOBILE-ADJACENT	excisionase; site-specific integrase
GCF_050485625.1	WP_002387027.1	LacI family transcriptional regulator BopD	VFDB	NZ_CP174859.1	1788018-1789028	86344	0	0	no mobile element within 10 kb	
GCF_050485625.1	WP_002387127.1	ATP-binding cassette domain-containing protein	VFDB	NZ_CP174859.1	336594-337979	85647	0	0	no mobile element within 10 kb	
GCF_050485625.1	WP_002387128.1	lipoprotein CpsH	VFDB	NZ_CP174859.1	335014-335412	84067	0	0	no mobile element within 10 kb	
GCF_050485625.1	WP_002387129.1	glycosyltransferase family 2 protein	VFDB	NZ_CP174859.1	329131-331641	78184	0	0	no mobile element within 10 kb	
GCF_050485625.1	WP_002399773.1	hyaluronate lyase HylB	VFDB	NZ_CP174859.1	1923393-1926407	46850	0	0	no mobile element within 10 kb	
GCF_050485625.1	WP_010706484.1	fibrinogen-binding MSCRAMM adhesin Fss3	VFDB	NZ_CP174859.1	847737-850964	6450	0	1	MOBILE-ADJACENT	
GCF_050485625.1	WP_010714416.1	collagen-binding MSCRAMM adhesin Ace	VFDB	NZ_CP174859.1	1633107-1635131	50065	0	0	no mobile element within 10 kb	
GCF_050485625.1	WP_011109506.1	response regulator transcription factor FsrA	VFDB	NZ_CP174859.1	924788-925519	5871	0	1	MOBILE-ADJACENT	
GCF_050485625.1	WP_011109578.1	EF3023 family LPXTG-anchored polysaccharide lyase	VFDB	NZ_CP174859.1	3075642-3079760	102277	0	0	no mobile element within 10 kb	
GCF_050485625.1	WP_216416368.1	vWA domain-containing protein	VFDB	NZ_CP174859.1	1642475-1645939	59433	0	0	no mobile element within 10 kb	
GCF_050485625.1	WP_372583979.1	LPXTG-anchored aggregation substance	VFDB;VFDB;VFDB;VFDB	NZ_CP174859.1	2237238-2241119	3766	1	1	MOBILE-ADJACENT	type IV secretion system protein; tyrosine-type recombinase/integrase
GCF_050485635.1	WP_000516404.1	glycopeptide resistance protein VanZ-A	CARD	NZ_CP174855.1	7291-7776	1514	1	1	MOBILE-ADJACENT	IS6-like element IS1216 family transposase; IS982-like element ISEfm1 family transposase
GCF_050485635.1	WP_000627290.1	streptothricin N-acetyltransferase Sat4	CARD	NZ_CP174854.1	21697-22239	2906	1	1	MOBILE-ADJACENT	IS1182-like element IS1182 family transposase; IS6-like element IS1216 family transposase
GCF_050485635.1	WP_000691736.1	tetracycline resistance ribosomal protection protein Tet(M)	CARD;CARD	NZ_CP174856.1	3134868-3136787	377	1	1	MOBILE-ADJACENT	excisionase; tyrosine-type recombinase/integrase
GCF_050485635.1	WP_001028144.1	bifunctional aminoglycoside N-acetyltransferase AAC(6')-Ie/aminoglycoside O-phosphotransferase APH(2'')-Ia	CARD	NZ_CP174856.1	642911-644350	130	1	1	MOBILE-ADJACENT	IS256 family transposase; IS256-like element IS256 family transposase
GCF_050485635.1	WP_001038790.1	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(B)	CARD	NZ_CP174854.1	16796-17533	593	1	1	MOBILE-ADJACENT	IS1182-like element IS1182 family transposase; Tn3 family transposase; recombinase family protein
GCF_050485635.1	WP_001059542.1	D-lactate dehydrogenase VanH-A	CARD	NZ_CP174855.1	11956-12924	1758	1	1	MOBILE-ADJACENT	IS982-like element ISEfm1 family transposase; Tn3 family transposase; recombinase family protein
GCF_050485635.1	WP_001079845.1	D-alanine--(R)-lactate ligase VanA	CARD;CARD	NZ_CP174855.1	10932-11963	734	1	1	MOBILE-ADJACENT	IS982-like element ISEfm1 family transposase; Tn3 family transposase; recombinase family protein
