accession	n_GH_families	GH_families	all_families	n_cazymes_consensus	n_single_tool_dropped	n_rows_fallback
GCF_049525235.1	21	GH1;GH109;GH113;GH125;GH13;GH170;GH188;GH2;GH20;GH23;GH25;GH31;GH32;GH36;GH38;GH42;GH65;GH73;GH78;GH85;GH92	AA10;AA4;CBM32;CBM34;CBM48;CBM50;CE1;CE2;CE4;CE9;GH1;GH109;GH113;GH125;GH13;GH170;GH188;GH2;GH20;GH23;GH25;GH31;GH32;GH36;GH38;GH42;GH65;GH73;GH78;GH85;GH92;GT111;GT119;GT122;GT125;GT2;GT26;GT28;GT35;GT4;GT5;GT51	103	146	0
GCF_049525295.1	18	GH1;GH109;GH13;GH170;GH188;GH2;GH23;GH25;GH3;GH31;GH32;GH36;GH38;GH42;GH65;GH73;GH78;GH85	AA10;AA4;CBM32;CBM34;CBM50;CE1;CE2;CE9;GH1;GH109;GH13;GH170;GH188;GH2;GH23;GH25;GH3;GH31;GH32;GH36;GH38;GH42;GH65;GH73;GH78;GH85;GT111;GT119;GT125;GT2;GT26;GT28;GT35;GT4;GT5;GT51	95	152	0
GCF_049525335.1	18	GH1;GH109;GH13;GH170;GH188;GH2;GH23;GH25;GH3;GH31;GH32;GH36;GH38;GH42;GH65;GH73;GH78;GH85	AA10;AA4;CBM32;CBM34;CBM50;CE1;CE2;CE9;GH1;GH109;GH13;GH170;GH188;GH2;GH23;GH25;GH3;GH31;GH32;GH36;GH38;GH42;GH65;GH73;GH78;GH85;GT111;GT119;GT125;GT2;GT26;GT28;GT35;GT4;GT5;GT51	95	152	0
GCF_049525355.1	21	GH1;GH109;GH125;GH126;GH13;GH170;GH188;GH2;GH20;GH23;GH25;GH31;GH32;GH36;GH38;GH42;GH65;GH73;GH78;GH85;GH92	AA10;AA4;CBM32;CBM34;CBM48;CBM50;CE1;CE2;CE4;CE9;GH1;GH109;GH125;GH126;GH13;GH170;GH188;GH2;GH20;GH23;GH25;GH31;GH32;GH36;GH38;GH42;GH65;GH73;GH78;GH85;GH92;GT111;GT113;GT119;GT125;GT131;GT2;GT26;GT28;GT35;GT4;GT5;GT51	105	150	0
GCF_049525375.1	21	GH1;GH109;GH125;GH126;GH13;GH170;GH188;GH2;GH20;GH23;GH25;GH31;GH32;GH36;GH38;GH42;GH65;GH73;GH78;GH85;GH92	AA10;AA4;CBM32;CBM34;CBM48;CBM50;CE1;CE2;CE4;CE9;GH1;GH109;GH125;GH126;GH13;GH170;GH188;GH2;GH20;GH23;GH25;GH31;GH32;GH36;GH38;GH42;GH65;GH73;GH78;GH85;GH92;GT111;GT119;GT125;GT131;GT2;GT26;GT28;GT4;GT5;GT51	100	150	0
GCF_049532745.1	8	GH2;GH23;GH25;GH32;GH36;GH65;GH73;GH78	CBM50;GH2;GH23;GH25;GH32;GH36;GH65;GH73;GH78;GT111;GT113;GT119;GT125;GT2;GT28;GT4;GT51	31	66	0
GCF_049532865.1	15	GH1;GH125;GH13;GH170;GH23;GH25;GH29;GH3;GH31;GH32;GH36;GH38;GH4;GH65;GH73	AA4;CBM34;CBM48;CBM50;CE1;CE4;CE9;GH1;GH125;GH13;GH170;GH23;GH25;GH29;GH3;GH31;GH32;GH36;GH38;GH4;GH65;GH73;GT119;GT2;GT28;GT35;GT4;GT5;GT51;GT8;GT83;PL8	67	91	0
GCF_049532915.1	9	GH126;GH13;GH2;GH23;GH25;GH32;GH36;GH65;GH73	CBM34;CBM48;CBM50;CE4;CE9;GH126;GH13;GH2;GH23;GH25;GH32;GH36;GH65;GH73;GT111;GT113;GT119;GT125;GT131;GT14;GT2;GT26;GT28;GT32;GT35;GT4;GT5;GT51;GT8	57	80	0
GCF_049532925.1	10	GH1;GH126;GH13;GH170;GH188;GH2;GH23;GH25;GH65;GH73	CBM50;CE2;CE20;CE9;GH1;GH126;GH13;GH170;GH188;GH2;GH23;GH25;GH65;GH73;GT119;GT127;GT2;GT26;GT28;GT4;GT51;GT8	44	68	0
GCF_049544915.1	10	GH1;GH13;GH170;GH25;GH3;GH4;GH43;GH65;GH73;GH78	CBM34;CBM50;CBM67;CE4;CE6;CE9;GH1;GH13;GH170;GH25;GH3;GH4;GH43;GH65;GH73;GH78;GT101;GT111;GT119;GT2;GT28;GT4;GT51;GT8	44	95	0
GCF_049808515.1	13	GH1;GH13;GH2;GH23;GH25;GH31;GH36;GH42;GH53;GH65;GH70;GH73;GH8	CBM34;CBM50;GH1;GH13;GH2;GH23;GH25;GH31;GH36;GH42;GH53;GH65;GH70;GH73;GH8;GT111;GT113;GT119;GT125;GT2;GT28;GT4;GT51;GT8	53	71	0
GCF_049810295.1	21	GH1;GH109;GH125;GH13;GH170;GH2;GH23;GH25;GH29;GH3;GH31;GH32;GH35;GH36;GH38;GH39;GH4;GH59;GH65;GH73;GH78	AA1;CBM32;CBM34;CBM48;CBM50;CBM67;CE1;CE4;CE9;GH1;GH109;GH125;GH13;GH170;GH2;GH23;GH25;GH29;GH3;GH31;GH32;GH35;GH36;GH38;GH39;GH4;GH59;GH65;GH73;GH78;GT111;GT113;GT119;GT125;GT2;GT28;GT35;GT4;GT5;GT51;GT8;GT83	83	82	0
GCF_049919585.1	17	GH1;GH109;GH13;GH170;GH188;GH2;GH23;GH25;GH31;GH32;GH36;GH38;GH39;GH65;GH73;GH78;GH85	AA10;AA4;CBM32;CBM34;CBM48;CBM50;CE1;CE2;CE4;CE9;GH1;GH109;GH13;GH170;GH188;GH2;GH23;GH25;GH31;GH32;GH36;GH38;GH39;GH65;GH73;GH78;GH85;GT111;GT113;GT119;GT125;GT2;GT26;GT28;GT32;GT35;GT4;GT5;GT51	99	154	0
GCF_049919675.1	17	GH1;GH109;GH13;GH170;GH188;GH2;GH23;GH25;GH31;GH32;GH36;GH38;GH39;GH65;GH73;GH78;GH85	AA10;AA4;CBM32;CBM34;CBM48;CBM50;CE1;CE2;CE4;CE9;GH1;GH109;GH13;GH170;GH188;GH2;GH23;GH25;GH31;GH32;GH36;GH38;GH39;GH65;GH73;GH78;GH85;GT111;GT113;GT119;GT125;GT2;GT26;GT28;GT32;GT35;GT4;GT5;GT51	99	154	0
GCF_049930715.1	24	GH1;GH125;GH13;GH136;GH170;GH2;GH20;GH23;GH25;GH29;GH3;GH30;GH31;GH32;GH35;GH36;GH38;GH39;GH4;GH43;GH59;GH65;GH73;GH88	AA4;AA7;CBM34;CBM48;CBM50;CE1;CE4;CE9;GH1;GH125;GH13;GH136;GH170;GH2;GH20;GH23;GH25;GH29;GH3;GH30;GH31;GH32;GH35;GH36;GH38;GH39;GH4;GH43;GH59;GH65;GH73;GH88;GT113;GT119;GT2;GT28;GT32;GT35;GT4;GT5;GT51;GT8;GT83;PL12;PL8	101	90	0
GCF_049942725.1	18	GH1;GH109;GH126;GH13;GH170;GH188;GH2;GH23;GH25;GH31;GH32;GH36;GH38;GH42;GH65;GH73;GH78;GH85	AA10;CBM32;CBM34;CBM50;CE1;CE2;CE4;CE9;GH1;GH109;GH126;GH13;GH170;GH188;GH2;GH23;GH25;GH31;GH32;GH36;GH38;GH42;GH65;GH73;GH78;GH85;GT111;GT119;GT125;GT2;GT26;GT35;GT4;GT5;GT51	93	153	0
GCF_049942745.1	18	GH1;GH109;GH126;GH13;GH170;GH188;GH2;GH23;GH25;GH31;GH32;GH36;GH38;GH42;GH65;GH73;GH78;GH85	AA10;AA4;CBM32;CBM34;CBM50;CE1;CE2;CE4;CE9;GH1;GH109;GH126;GH13;GH170;GH188;GH2;GH23;GH25;GH31;GH32;GH36;GH38;GH42;GH65;GH73;GH78;GH85;GT111;GT119;GT125;GT2;GT26;GT28;GT35;GT4;GT5;GT51	93	150	0
GCF_049943105.1	9	GH1;GH13;GH170;GH25;GH3;GH32;GH65;GH73;GH91	CBM34;CBM50;CE4;CE6;CE9;GH1;GH13;GH170;GH25;GH3;GH32;GH65;GH73;GH91;GT119;GT2;GT28;GT4;GT51;GT8;GT92	38	85	0
GCF_049990875.1	22	GH1;GH109;GH125;GH126;GH13;GH170;GH188;GH2;GH20;GH23;GH25;GH31;GH32;GH36;GH38;GH42;GH65;GH68;GH73;GH78;GH85;GH92	AA10;AA4;CBM32;CBM34;CBM48;CBM50;CE1;CE4;CE9;GH1;GH109;GH125;GH126;GH13;GH170;GH188;GH2;GH20;GH23;GH25;GH31;GH32;GH36;GH38;GH42;GH65;GH68;GH73;GH78;GH85;GH92;GT111;GT119;GT125;GT2;GT26;GT28;GT35;GT4;GT51	104	155	0
GCF_050017215.1	17	GH1;GH109;GH13;GH170;GH188;GH2;GH23;GH25;GH31;GH32;GH36;GH38;GH42;GH65;GH73;GH78;GH85	AA10;AA4;CBM32;CBM34;CBM48;CBM50;CE1;CE2;CE9;GH1;GH109;GH13;GH170;GH188;GH2;GH23;GH25;GH31;GH32;GH36;GH38;GH42;GH65;GH73;GH78;GH85;GT111;GT119;GT125;GT2;GT26;GT28;GT35;GT4;GT5;GT51	92	149	0
GCF_050032855.1	9	GH13;GH2;GH23;GH25;GH32;GH36;GH65;GH70;GH73	CBM34;CBM50;GH13;GH2;GH23;GH25;GH32;GH36;GH65;GH70;GH73;GT111;GT113;GT119;GT125;GT2;GT28;GT4;GT51	36	72	0
GCF_050036925.1	20	GH1;GH109;GH125;GH13;GH170;GH188;GH2;GH20;GH23;GH25;GH31;GH32;GH36;GH38;GH42;GH43;GH65;GH73;GH78;GH92	AA10;AA4;CBM34;CBM48;CBM50;CE1;CE2;CE4;CE9;GH1;GH109;GH125;GH13;GH170;GH188;GH2;GH20;GH23;GH25;GH31;GH32;GH36;GH38;GH42;GH43;GH65;GH73;GH78;GH92;GT111;GT119;GT122;GT125;GT2;GT26;GT35;GT4;GT5;GT51	101	146	0
GCF_050106585.1	11	GH1;GH126;GH13;GH170;GH188;GH2;GH23;GH25;GH43;GH65;GH73	CBM50;CE2;CE20;CE9;GH1;GH126;GH13;GH170;GH188;GH2;GH23;GH25;GH43;GH65;GH73;GT113;GT119;GT125;GT2;GT26;GT28;GT4;GT51;GT8	41	65	0
GCF_050106605.1	18	GH1;GH109;GH126;GH13;GH170;GH188;GH2;GH23;GH25;GH31;GH32;GH36;GH38;GH42;GH65;GH73;GH78;GH85	AA10;AA4;CBM32;CBM34;CBM48;CBM50;CE1;CE2;CE4;CE9;GH1;GH109;GH126;GH13;GH170;GH188;GH2;GH23;GH25;GH31;GH32;GH36;GH38;GH42;GH65;GH73;GH78;GH85;GT111;GT119;GT125;GT131;GT2;GT26;GT28;GT35;GT4;GT5;GT51	96	144	0
GCF_050110895.1	21	GH1;GH109;GH125;GH13;GH170;GH188;GH2;GH20;GH23;GH25;GH31;GH32;GH36;GH38;GH4;GH42;GH65;GH73;GH78;GH85;GH92	AA10;AA4;CBM32;CBM34;CBM48;CBM50;CE1;CE4;CE9;GH1;GH109;GH125;GH13;GH170;GH188;GH2;GH20;GH23;GH25;GH31;GH32;GH36;GH38;GH4;GH42;GH65;GH73;GH78;GH85;GH92;GT111;GT113;GT119;GT125;GT131;GT2;GT26;GT28;GT35;GT4;GT5;GT51	103	143	0
GCF_050155095.1	20	GH1;GH105;GH109;GH125;GH13;GH170;GH188;GH2;GH23;GH28;GH36;GH38;GH4;GH43;GH51;GH53;GH65;GH73;GH78;GH92	AA10;CBM34;CBM50;CBM61;CBM91;CE1;CE4;CE8;CE9;GH1;GH105;GH109;GH125;GH13;GH170;GH188;GH2;GH23;GH28;GH36;GH38;GH4;GH43;GH51;GH53;GH65;GH73;GH78;GH92;GT1;GT119;GT2;GT28;GT4;GT51;GT8;PL9	86	106	0
GCF_050255675.1	28	GH1;GH109;GH112;GH125;GH129;GH13;GH172;GH176;GH18;GH184;GH2;GH20;GH23;GH25;GH3;GH31;GH32;GH33;GH35;GH36;GH38;GH42;GH43;GH5;GH53;GH77;GH85;GH95	CBM25;CBM32;CBM41;CBM48;CBM5;CBM61;CE2;CE20;CE4;CE9;GH1;GH109;GH112;GH125;GH129;GH13;GH172;GH176;GH18;GH184;GH2;GH20;GH23;GH25;GH3;GH31;GH32;GH33;GH35;GH36;GH38;GH42;GH43;GH5;GH53;GH77;GH85;GH95;GT119;GT2;GT28;GT35;GT4;GT51	79	50	0
GCF_050255715.1	26	GH1;GH109;GH112;GH125;GH129;GH13;GH172;GH176;GH18;GH184;GH2;GH20;GH23;GH25;GH3;GH31;GH32;GH33;GH36;GH38;GH42;GH43;GH5;GH77;GH85;GH95	CBM25;CBM32;CBM41;CBM48;CBM5;CE4;CE9;GH1;GH109;GH112;GH125;GH129;GH13;GH172;GH176;GH18;GH184;GH2;GH20;GH23;GH25;GH3;GH31;GH32;GH33;GH36;GH38;GH42;GH43;GH5;GH77;GH85;GH95;GT119;GT2;GT28;GT35;GT4;GT51	78	48	0
GCF_050255735.1	23	GH1;GH109;GH112;GH125;GH129;GH13;GH176;GH184;GH2;GH20;GH23;GH3;GH32;GH33;GH36;GH38;GH42;GH43;GH5;GH53;GH77;GH78;GH95	CBM25;CBM41;CBM48;CBM61;CBM67;CE4;CE9;GH1;GH109;GH112;GH125;GH129;GH13;GH176;GH184;GH2;GH20;GH23;GH3;GH32;GH33;GH36;GH38;GH42;GH43;GH5;GH53;GH77;GH78;GH95;GT119;GT2;GT28;GT35;GT4;GT51	72	49	0
GCF_050255785.1	32	GH1;GH109;GH112;GH125;GH129;GH13;GH154;GH172;GH176;GH18;GH184;GH2;GH20;GH23;GH25;GH3;GH30;GH31;GH32;GH33;GH36;GH38;GH42;GH43;GH5;GH53;GH59;GH65;GH77;GH78;GH85;GH95	CBM25;CBM32;CBM41;CBM48;CBM5;CBM50;CBM61;CBM67;CE4;CE9;GH1;GH109;GH112;GH125;GH129;GH13;GH154;GH172;GH176;GH18;GH184;GH2;GH20;GH23;GH25;GH3;GH30;GH31;GH32;GH33;GH36;GH38;GH42;GH43;GH5;GH53;GH59;GH65;GH77;GH78;GH85;GH95;GT119;GT2;GT28;GT35;GT4;GT51	85	50	0
GCF_050285725.1	29	GH1;GH109;GH112;GH123;GH125;GH129;GH13;GH154;GH172;GH176;GH184;GH2;GH20;GH23;GH25;GH3;GH30;GH31;GH32;GH36;GH38;GH42;GH43;GH5;GH59;GH77;GH78;GH85;GH95	CBM13;CBM25;CBM32;CBM41;CBM48;CBM67;CE4;CE9;GH1;GH109;GH112;GH123;GH125;GH129;GH13;GH154;GH172;GH176;GH184;GH2;GH20;GH23;GH25;GH3;GH30;GH31;GH32;GH36;GH38;GH42;GH43;GH5;GH59;GH77;GH78;GH85;GH95;GT111;GT119;GT2;GT28;GT35;GT4;GT51	74	52	0
GCF_050308145.1	24	GH109;GH112;GH125;GH129;GH13;GH184;GH2;GH20;GH23;GH25;GH29;GH3;GH31;GH32;GH33;GH36;GH38;GH42;GH43;GH5;GH51;GH53;GH77;GH95	CBM32;CBM48;CBM50;CE9;GH109;GH112;GH125;GH129;GH13;GH184;GH2;GH20;GH23;GH25;GH29;GH3;GH31;GH32;GH33;GH36;GH38;GH42;GH43;GH5;GH51;GH53;GH77;GH95;GT119;GT14;GT2;GT28;GT35;GT4;GT51	73	54	0
GCF_050308165.1	25	GH1;GH101;GH110;GH112;GH123;GH129;GH13;GH136;GH184;GH2;GH20;GH23;GH25;GH29;GH3;GH33;GH36;GH42;GH43;GH5;GH51;GH77;GH84;GH89;GH95	CBM13;CBM32;CBM48;CBM50;CBM51;CE2;CE4;GH1;GH101;GH110;GH112;GH123;GH129;GH13;GH136;GH184;GH2;GH20;GH23;GH25;GH29;GH3;GH33;GH36;GH42;GH43;GH5;GH51;GH77;GH84;GH89;GH95;GT119;GT2;GT28;GT35;GT4;GT51	72	53	0
GCF_050320215.1	17	GH1;GH13;GH170;GH2;GH20;GH23;GH25;GH29;GH3;GH31;GH32;GH35;GH36;GH39;GH53;GH65;GH73	AA4;AA7;CBM48;CBM50;CBM61;CE1;CE4;CE9;GH1;GH13;GH170;GH2;GH20;GH23;GH25;GH29;GH3;GH31;GH32;GH35;GH36;GH39;GH53;GH65;GH73;GT119;GT2;GT28;GT32;GT35;GT4;GT5;GT51	66	98	0
GCF_050320225.1	11	GH120;GH13;GH2;GH31;GH36;GH42;GH65;GH68;GH70;GH73;GH8	CBM50;GH120;GH13;GH2;GH31;GH36;GH42;GH65;GH68;GH70;GH73;GH8;GT111;GT113;GT119;GT125;GT2;GT28;GT4;GT51;GT8	44	67	0
GCF_050320245.1	24	GH1;GH105;GH109;GH125;GH13;GH154;GH170;GH172;GH188;GH2;GH23;GH28;GH32;GH36;GH38;GH4;GH43;GH51;GH53;GH65;GH73;GH78;GH88;GH92	AA1;AA10;CBM34;CBM50;CBM61;CBM91;CE1;CE12;CE4;CE8;CE9;GH1;GH105;GH109;GH125;GH13;GH154;GH170;GH172;GH188;GH2;GH23;GH28;GH32;GH36;GH38;GH4;GH43;GH51;GH53;GH65;GH73;GH78;GH88;GH92;GT1;GT119;GT2;GT28;GT32;GT4;GT51;GT8;PL9	97	95	0
GCF_050350275.1	22	GH1;GH113;GH125;GH13;GH170;GH18;GH20;GH23;GH25;GH3;GH31;GH32;GH36;GH38;GH43;GH65;GH67;GH73;GH77;GH8;GH85;GH92	AA10;CBM32;CBM34;CBM48;CBM5;CBM50;CBM91;CE20;CE4;CE7;CE9;GH1;GH113;GH125;GH13;GH170;GH18;GH20;GH23;GH25;GH3;GH31;GH32;GH36;GH38;GH43;GH65;GH67;GH73;GH77;GH8;GH85;GH92;GT119;GT2;GT28;GT35;GT4;GT5;GT51;GT92	90	75	0
GCF_050350595.1	19	GH1;GH125;GH13;GH170;GH18;GH20;GH23;GH25;GH3;GH32;GH38;GH43;GH65;GH67;GH73;GH77;GH8;GH85;GH92	AA10;CBM32;CBM34;CBM48;CBM5;CBM50;CBM91;CE20;CE4;CE9;GH1;GH125;GH13;GH170;GH18;GH20;GH23;GH25;GH3;GH32;GH38;GH43;GH65;GH67;GH73;GH77;GH8;GH85;GH92;GT111;GT113;GT119;GT2;GT28;GT35;GT4;GT5;GT51;GT8	78	74	0
GCF_050350635.1	19	GH1;GH125;GH13;GH170;GH18;GH20;GH23;GH25;GH3;GH32;GH38;GH43;GH65;GH67;GH73;GH77;GH8;GH85;GH92	AA10;CBM32;CBM34;CBM48;CBM5;CBM50;CBM91;CE20;CE4;CE9;GH1;GH125;GH13;GH170;GH18;GH20;GH23;GH25;GH3;GH32;GH38;GH43;GH65;GH67;GH73;GH77;GH8;GH85;GH92;GT111;GT113;GT119;GT2;GT28;GT35;GT4;GT5;GT51;GT8	80	74	0
GCF_050350995.1	20	GH1;GH113;GH125;GH13;GH170;GH20;GH23;GH25;GH3;GH31;GH32;GH38;GH43;GH65;GH67;GH73;GH77;GH8;GH85;GH92	CBM32;CBM34;CBM48;CBM50;CBM91;CE4;CE7;CE9;GH1;GH113;GH125;GH13;GH170;GH20;GH23;GH25;GH3;GH31;GH32;GH38;GH43;GH65;GH67;GH73;GH77;GH8;GH85;GH92;GT119;GT2;GT28;GT35;GT4;GT5;GT51	79	69	0
GCF_050352355.1	20	GH1;GH113;GH125;GH13;GH170;GH18;GH20;GH23;GH24;GH25;GH3;GH31;GH32;GH38;GH43;GH65;GH73;GH77;GH85;GH92	AA1;AA10;CBM32;CBM34;CBM48;CBM5;CBM50;CBM91;CE4;CE7;CE9;GH1;GH113;GH125;GH13;GH170;GH18;GH20;GH23;GH24;GH25;GH3;GH31;GH32;GH38;GH43;GH65;GH73;GH77;GH85;GH92;GT1;GT119;GT2;GT28;GT32;GT35;GT4;GT5;GT51;GT8	75	70	0
GCF_050367955.1	23	GH1;GH109;GH115;GH13;GH136;GH170;GH2;GH25;GH29;GH3;GH30;GH31;GH32;GH35;GH36;GH38;GH4;GH43;GH59;GH65;GH73;GH78;GH88	AA1;AA4;CBM32;CBM34;CBM48;CBM50;CBM67;CE1;CE4;CE9;GH1;GH109;GH115;GH13;GH136;GH170;GH2;GH25;GH29;GH3;GH30;GH31;GH32;GH35;GH36;GH38;GH4;GH43;GH59;GH65;GH73;GH78;GH88;GT113;GT119;GT122;GT125;GT2;GT28;GT32;GT35;GT4;GT5;GT51;GT8;GT83;PL12;PL8	96	79	0
GCF_050368845.1	21	GH1;GH109;GH125;GH13;GH170;GH18;GH20;GH23;GH25;GH3;GH31;GH32;GH38;GH43;GH65;GH67;GH73;GH77;GH8;GH85;GH92	AA10;CBM32;CBM34;CBM48;CBM5;CBM50;CBM91;CE20;CE4;CE9;GH1;GH109;GH125;GH13;GH170;GH18;GH20;GH23;GH25;GH3;GH31;GH32;GH38;GH43;GH65;GH67;GH73;GH77;GH8;GH85;GH92;GT111;GT113;GT119;GT2;GT28;GT35;GT4;GT5;GT51;GT8	80	75	0
GCF_050410815.1	17	GH1;GH120;GH13;GH154;GH2;GH23;GH25;GH3;GH30;GH31;GH36;GH43;GH51;GH65;GH73;GH78;GH8	CBM50;CBM67;CBM91;CE4;CE9;GH1;GH120;GH13;GH154;GH2;GH23;GH25;GH3;GH30;GH31;GH36;GH43;GH51;GH65;GH73;GH78;GH8;GT119;GT2;GT26;GT28;GT4;GT51	58	90	0
GCF_050425945.1	27	GH1;GH101;GH105;GH109;GH125;GH126;GH13;GH136;GH154;GH170;GH18;GH2;GH20;GH23;GH25;GH3;GH31;GH32;GH35;GH38;GH4;GH63;GH65;GH73;GH88;GH92;GH94	AA10;CBM34;CBM50;CE1;CE4;CE7;CE9;GH1;GH101;GH105;GH109;GH125;GH126;GH13;GH136;GH154;GH170;GH18;GH2;GH20;GH23;GH25;GH3;GH31;GH32;GH35;GH38;GH4;GH63;GH65;GH73;GH88;GH92;GH94;GT119;GT14;GT2;GT26;GT28;GT4;GT51;GT8;PL12;PL8	97	96	0
GCF_050426475.1	27	GH1;GH101;GH105;GH109;GH125;GH126;GH13;GH136;GH154;GH170;GH18;GH2;GH20;GH23;GH24;GH25;GH3;GH32;GH35;GH38;GH4;GH63;GH65;GH73;GH88;GH92;GH94	AA10;CBM32;CBM34;CBM50;CE1;CE4;CE7;CE9;GH1;GH101;GH105;GH109;GH125;GH126;GH13;GH136;GH154;GH170;GH18;GH2;GH20;GH23;GH24;GH25;GH3;GH32;GH35;GH38;GH4;GH63;GH65;GH73;GH88;GH92;GH94;GT119;GT2;GT28;GT4;GT51;GT8;PL12;PL8	90	98	0
GCF_050426525.1	23	GH1;GH101;GH105;GH109;GH125;GH126;GH13;GH170;GH18;GH2;GH20;GH23;GH25;GH3;GH32;GH35;GH38;GH4;GH63;GH65;GH73;GH92;GH94	AA10;CBM32;CBM34;CBM50;CE1;CE4;CE7;CE9;GH1;GH101;GH105;GH109;GH125;GH126;GH13;GH170;GH18;GH2;GH20;GH23;GH25;GH3;GH32;GH35;GH38;GH4;GH63;GH65;GH73;GH92;GH94;GT119;GT14;GT2;GT26;GT28;GT4;GT51;GT8;PL12;PL8	87	96	0
GCF_050426975.1	27	GH1;GH101;GH105;GH109;GH125;GH126;GH13;GH136;GH154;GH170;GH18;GH2;GH20;GH23;GH25;GH3;GH31;GH32;GH35;GH38;GH4;GH63;GH65;GH73;GH88;GH92;GH94	AA10;CBM34;CBM50;CE1;CE4;CE7;CE9;GH1;GH101;GH105;GH109;GH125;GH126;GH13;GH136;GH154;GH170;GH18;GH2;GH20;GH23;GH25;GH3;GH31;GH32;GH35;GH38;GH4;GH63;GH65;GH73;GH88;GH92;GH94;GT119;GT14;GT2;GT26;GT28;GT4;GT51;GT8;PL12;PL8	96	96	0
GCF_050427045.1	27	GH1;GH101;GH105;GH109;GH125;GH126;GH13;GH136;GH154;GH170;GH18;GH2;GH20;GH23;GH25;GH3;GH31;GH32;GH35;GH38;GH4;GH63;GH65;GH73;GH88;GH92;GH94	AA10;CBM34;CBM50;CE1;CE4;CE7;CE9;GH1;GH101;GH105;GH109;GH125;GH126;GH13;GH136;GH154;GH170;GH18;GH2;GH20;GH23;GH25;GH3;GH31;GH32;GH35;GH38;GH4;GH63;GH65;GH73;GH88;GH92;GH94;GT119;GT14;GT2;GT26;GT28;GT4;GT51;GT8;PL12;PL8	97	96	0
GCF_050427495.1	27	GH1;GH101;GH105;GH109;GH125;GH126;GH13;GH136;GH154;GH170;GH18;GH2;GH20;GH23;GH25;GH3;GH31;GH32;GH35;GH38;GH4;GH63;GH65;GH73;GH88;GH92;GH94	AA10;CBM34;CBM50;CE1;CE4;CE7;CE9;GH1;GH101;GH105;GH109;GH125;GH126;GH13;GH136;GH154;GH170;GH18;GH2;GH20;GH23;GH25;GH3;GH31;GH32;GH35;GH38;GH4;GH63;GH65;GH73;GH88;GH92;GH94;GT119;GT14;GT2;GT26;GT28;GT4;GT51;GT8;PL12;PL8	97	96	0
GCF_050427565.1	26	GH1;GH101;GH105;GH109;GH125;GH126;GH13;GH136;GH154;GH170;GH18;GH2;GH20;GH23;GH25;GH3;GH32;GH35;GH38;GH4;GH63;GH65;GH73;GH88;GH92;GH94	AA10;CBM32;CBM34;CBM50;CE1;CE4;CE7;CE9;GH1;GH101;GH105;GH109;GH125;GH126;GH13;GH136;GH154;GH170;GH18;GH2;GH20;GH23;GH25;GH3;GH32;GH35;GH38;GH4;GH63;GH65;GH73;GH88;GH92;GH94;GT119;GT2;GT28;GT4;GT51;GT8;PL12;PL8	87	95	0
GCF_050427975.1	26	GH1;GH101;GH109;GH125;GH126;GH13;GH136;GH154;GH170;GH18;GH2;GH20;GH23;GH25;GH3;GH31;GH32;GH35;GH38;GH4;GH63;GH65;GH73;GH88;GH92;GH94	AA10;CBM32;CBM34;CBM50;CE1;CE4;CE7;CE9;GH1;GH101;GH109;GH125;GH126;GH13;GH136;GH154;GH170;GH18;GH2;GH20;GH23;GH25;GH3;GH31;GH32;GH35;GH38;GH4;GH63;GH65;GH73;GH88;GH92;GH94;GT119;GT2;GT26;GT28;GT4;GT51;GT8;PL12	91	99	0
GCF_050428045.1	28	GH1;GH101;GH105;GH109;GH125;GH126;GH13;GH136;GH154;GH170;GH18;GH2;GH20;GH23;GH24;GH25;GH3;GH31;GH32;GH35;GH38;GH4;GH63;GH65;GH73;GH88;GH92;GH94	AA10;CBM32;CBM34;CBM50;CE1;CE4;CE7;CE9;GH1;GH101;GH105;GH109;GH125;GH126;GH13;GH136;GH154;GH170;GH18;GH2;GH20;GH23;GH24;GH25;GH3;GH31;GH32;GH35;GH38;GH4;GH63;GH65;GH73;GH88;GH92;GH94;GT119;GT2;GT26;GT28;GT4;GT51;GT8;PL12;PL8	91	102	0
GCF_050428545.1	26	GH1;GH101;GH109;GH125;GH126;GH13;GH136;GH154;GH170;GH18;GH2;GH20;GH23;GH25;GH3;GH31;GH32;GH35;GH38;GH4;GH63;GH65;GH73;GH88;GH92;GH94	AA10;CBM32;CBM34;CBM50;CE1;CE4;CE7;CE9;GH1;GH101;GH109;GH125;GH126;GH13;GH136;GH154;GH170;GH18;GH2;GH20;GH23;GH25;GH3;GH31;GH32;GH35;GH38;GH4;GH63;GH65;GH73;GH88;GH92;GH94;GT119;GT2;GT26;GT28;GT4;GT51;GT8;PL12	94	99	0
GCF_050429015.1	26	GH1;GH101;GH105;GH109;GH125;GH126;GH13;GH136;GH154;GH170;GH18;GH2;GH20;GH23;GH25;GH3;GH32;GH35;GH38;GH4;GH63;GH65;GH73;GH88;GH92;GH94	AA10;CBM32;CBM34;CBM50;CE1;CE4;CE7;CE9;GH1;GH101;GH105;GH109;GH125;GH126;GH13;GH136;GH154;GH170;GH18;GH2;GH20;GH23;GH25;GH3;GH32;GH35;GH38;GH4;GH63;GH65;GH73;GH88;GH92;GH94;GT119;GT2;GT28;GT4;GT51;GT8;PL8	86	101	0
